13159242	2015	7	REP	2016
233184	2015	7	REP	2020
33	2015	8	DEM	2012
7992680	2015	8	DEM	2016
1000	2015	8	DEM	2020
104243	2015	8	REP	2012
16152889	2015	8	REP	2016
594494	2015	8	REP	2020
141	2015	9	DEM	2012
13362409	2015	9	DEM	2016
23800	2015	9	DEM	2020
103110	2015	9	REP	2012
22864315	2015	9	REP	2016
310185	2015	9	REP	2020
1	2015	10	DEM	2012
10824825	2015	10	DEM	2016
10100	2015	10	DEM	2020
12726865	2015	10	REP	2016
195221	2015	10	REP	2020
11232351	2015	11	DEM	2016
25650	2015	11	DEM	2020
13948712	2015	11	REP	2016
121182	2015	11	REP	2020
13839184	2015	12	DEM	2016
9200	2015	12	DEM	2020
17348383	2015	12	REP	2016
252375	2015	12	REP	2020
17279936	2016	1	DEM	2016
8553487	2016	1	REP	2016
240346	2016	1	REP	2020
29982305	2016	2	DEM	2016
15799670	2016	2	REP	2016
462711	2016	2	REP	2020
19790450	2016	3	DEM	2016
3600	2016	3	DEM	2020
1109	2016	3	REP	2012
8748308	2016	3	REP	2016
702666	2016	3	REP	2020
30336790	2016	4	DEM	2016
102950	2016	4	DEM	2020
100	2016	4	REP	2012
11678269	2016	4	REP	2016
450108	2016	4	REP	2020
10	2016	5	DEM	2012
26588913	2016	5	DEM	2016
55700	2016	5	DEM	2020
200	2016	5	REP	2012
4370606	2016	5	REP	2016
1176279	2016	5	REP	2020
200	2016	5	REP	2036
22708440	2016	6	DEM	2016
20250	2016	6	DEM	2020
8523824	2016	6	REP	2016
7895386	2016	6	REP	2020
21611991	2016	7	DEM	2016
5900	2016	7	DEM	2020
10654505	2016	7	REP	2016
8005176	2016	7	REP	2020
18912510	2016	8	DEM	2016
7700	2016	8	DEM	2020
6582944	2016	8	REP	2016
6454413	2016	8	REP	2020
29245181	2016	9	DEM	2016
169500	2016	9	DEM	2020
350	2016	9	REP	2012
6194681	2016	9	REP	2016
6094788	2016	9	REP	2020
34919948	2016	10	DEM	2016
181625	2016	10	DEM	2020
2408	2016	10	REP	2012
10606875	2016	10	REP	2016
10555346	2016	10	REP	2020
18969447	2016	11	DEM	2016
2500	2016	11	DEM	2020
2609112	2016	11	REP	2016
2537647	2016	11	REP	2020
95869	2016	12	DEM	2016
1277358	2016	12	REP	2016
1006612	2016	12	REP	2020
250	2017	1	DEM	2008
500	2017	1	DEM	2012
23178	2017	1	DEM	2016
350	2017	1	DEM	2020
732797	2017	1	REP	2016
679116	2017	1	REP	2020
70137	2017	2	DEM	2008
140274	2017	2	DEM	2012
30780	2017	2	DEM	2016
850	2017	2	DEM	2020
280502	2017	2	REP	2016
160558	2017	2	REP	2020
3276	2017	3	DEM	2016
4875	2017	3	DEM	2020
214779	2017	3	REP	2016
182533	2017	3	REP	2020
375	2017	4	DEM	2016
10800	2017	4	DEM	2020
186341	2017	4	REP	2016
184091	2017	4	REP	2020
4185	2017	5	DEM	2016
26300	2017	5	DEM	2020
340601	2017	5	REP	2016
318951	2017	5	REP	2020
7505	2017	6	DEM	2016
13460	2017	6	DEM	2020
348983	2017	6	REP	2016
300457	2017	6	REP	2020
1990	2020	3	DEM	2004
2000			DEM	2004
555773			DEM	2008
1			DEM	2012
1			DEM	2016
